Player,Rating
Shannon Brown,74
Richard Hamilton,74
Metta World Peace,74
Gerald Wallace,74
Tayshaun Prince,74
Landry Fields,74
Andray Blatche,74
Samuel Dalembert,74
Corey Maggette,74
Matt Barnes,73
Patrick Beverley,73
Corey Brewer,73
Trey Burke,73
Moe Harkless,73
Greivis Vasquez,73
Nikola Vucevic,73
Jason Richardson,73
Toney Douglas,73
Ronnie Brewer,73
Kenyon Martin,73
Shane Battier,73
Al-Farouq Aminu,72
Darrell Arthur,72
DJ Augustin,72
Brandon Bass,72
Alec Burks,72
Andre Drummond,72
Jared Dudley,72
Randy Foye,72
Danny Green,72
Gerald Henderson,72
CJ McCollum,72
Ben McLemore,72
Nerlens Noel,72
JJ Redick,72
Jared Sullinger,72
Tristan Thompson,72
Jermaine O'Neal,72
Dorell Wright,72
John Salmons,72
Hidayet Turkoglu,72
Tyler Hansbrough,72
Al Harrington,72
Lamar Odom,72
Leandro Barbosa,71
Dwight Buycks,71
Ed Davis,71
Spencer Hawes,71
Richard Jefferson,71
Jeremy Lamb,71
Ian Mahinmi,71
Luc Mbah a Moute,71
Mike Miller,71
Austin Rivers,71
Brandon Rush,71
Ishmael Smith,71
Nick Young,71
MarShon Brooks,71
Will Bynum,71
Orlando Johnson,71
Quentin Richardson,71
Anthony Randolph,71
Marcus Camby,71
Alan Anderson,70
Omer Asik,70
Jerryd Bayless,70
Kent Bazemore,70
Kentavious Caldwell-Pope,70
Alonzo Gee,70
Udonis Haslem,70
Jordan Hill,70
Amir Johnson,70
Terrence Ross,70
Shane Larkin,70
Luke Ridnour,70
Alexey Shved,70
Jordan Hamilton,70
Earl Clark,70
Damion James,70
Jason Maxiell,70
Andrea Bargnani,70
Greg Oden,70
Kendrick Perkins,70
Ryan Anderson,69
Jose Juan Barea,69
Isaiah Canaan,69
Gerald Green,69
Tim Hardaway Jr,69
Robin Lopez,69
Jodie Meeks,69
Patrick Mills,69
Markieff Morris,69
Andrew Nicholson,69
Thabo Sefolosha,69
Marreese Speights,69
Tiago Splitter,69
Derrick Williams,69
Jordan Farmar,69
Steve Blake,69
Jamaal Tinsley,69
Derek Fisher,69
Willie Green,69
Roger Mason,69
Xavier Henry,69
Darius Johnson-Odom,69
Ricky Ledo,69
Carlos Delfino,69
Chase Budinger,69
Chris Douglas-Roberts,69
DeJuan Blair,69
Drew Gooden,69
Kevin Seraphin,69
Chuck Hayes,69
Mike Dunleavy,68
Archie Goodwin,68
Gordon Hayward,68
CJ Miles,68
Marcus Morris,68
Dennis Schroeder,68
Beno Udrih,68
Jonas Valanciunas,68
CJ Watson,68
Brandan Wright,68
Cody Zeller,68
Tony Wroten,68
Chris Duhon,68
Nate Wolters,68
Keith Bogans,68
Carrick Felix,68
Martell Webster,68
Francisco Garcia,68
Josh Childress,68
Jason Thompson,68
Charlie Villanueva,68
BJ Mullens,68
Phil Pressey,68
Trevor Booker,67
Jae Crowder,67
Troy Daniels,67
Channing Frye,67
Reggie Jackson,67
Ekpe Udoh,67
James Anderson,67
Eric Maynor,67
Diante Garrett,67
Earl Watson,67
Norris Cole,67
Jared Cunningham,67
Gary Neal,67
Reggie Evans,67
Rashard Lewis,67
Tyrus Thomas,67
Chris Singleton,67
Travis Outlaw,67
Louis Amundson,67
Malcolm Lee,67
Sam Young,67
Chris Andersen,66
Evan Fournier,66
Jonas Jerebko,66
James Johnson,66
Wesley Johnson,66
Ray McCallum,66
Anthony Morrow,66
Elliot Williams,66
Marvin Williams,66
Matthew Dellavedova,66
Jimmer Fredette,66
Darius Morris,66
Marquis Teague,66
Peyton Siva,66
Royce White,66
Gal Mekel,66
Glen Rice Jr,66
Dominic McGuire,66
Marco Belinelli,65
Enes Kanter,65
Shelvin Mack,65
Shabazz Muhammad,65
Ronnie Price,65
Andre Roberson,65
PJ Tucker,65
Tyler Zeller,65
Jeffery Taylor,65
Jannero Pargo,65
Kendall Marshall,65
Jamaal Franklin,65
Chris Copeland,65
Cartier Martin,65
Ryan Gomes,65
Nick Calathes,65
Brandon Davies,65
Kris Joseph,65
Hakim Warrick,65
Quincy Acy,64
Reggie Bullock,64
Ian Clark,64
Allen Crabbe,64
Dante Cunningham,64
Gorgui Dieng,64
Wayne Ellington,64
Kosta Koufos,64
Josh McRoberts,64
Mirza Teletovic,64
Garrett Temple,64
Lance Thomas,64
Darius Miller,64
Hollis Thompson,64
Brendan Haywood,64
John Lucas,64
Donald Sloan,64
Reggie Williams,64
Austin Daye,64
Linas Kleiza,64
Jan Vesely,64
Christapher Johnson,64
Gustavo Ayon,64
Nazr Mohammed,64
Ronny Turiaf,64
Josh Akognon,64
Damien Wilkins,64
Lavoy Allen,63
Nick Collison,63
Seth Curry,63
Kyle Korver,63
Jon Leuer,63
Timofey Mozgov,63
Zaza Pachulia,63
Pablo Prigioni,63
Nemanja Nedovic,63
Maalik Wayns,63
Jeff Adrien,63
Joel Freeland,63
Perry Jones,63
Jeremy Tyler,63
Andris Biedrins,63
Devin Ebanks,63
DJ White,63
Omri Casspi,62
Boris Diaw,62
John Henson,62
Solomon Hill,62
Cory Joseph,62
Shaun Livingston,62
E'Twaun Moore,62
Kelly Olynyk,62
Kyle Singler,62
Tony Snell,62
James Southerland,62
DeAndre Liggins,62
Doron Lamb,62
Greg Stiemsma,62
Robert Sacre,62
Will Barton,61
Bismack Biyombo,61
DeMarre Carroll,61
Michael Carter-Williams,61
Draymond Green,61
John Jenkins,61
Mason Plumlee,61
Quincy Pondexter,61
Mike Scott,61
Victor Claver,61
Jarvis Varnado,61
Ryan Kelly,61
Chris Babb,61
Lorenzo Brown,61
Khris Middleton,60
Brian Roberts,60
Jason Smith,60
Anthony Tolliver,60
Jeff Withey,60
Ognjen Kuzmic,60
Giannis Antetokounmpo,60
Arnett Moultrie,60
Quincy Miller,60
Sergey Karasev,60
Rasual Butler,60
Kwame Brown,60
Melvin Ely,60
Henry Sims,60
Cole Aldrich,59
Luke Babbitt,59
Terrence Jones,59
Meyers Leonard,59
Tornike Shengelia,59
Shawne Williams,59
Joel Anthony,59
Hamed Haddadi,59
Dexter Pittman,59
Bernard James,59
Mickell Gladness,59
James Jones,58
Donatas Motiejunas,58
Kyle O'Quinn,58
Matt Bonner,58
Steven Adams,57
Alex Len,57
Hasheem Thabeet,57
Josh Harrellson,57
Jeremy Evans,56
Miles Plumlee,56
Daniel Orton,56
AJ Price,56
Erik Murphy,56
Aaron Gray,56
Solomon Alabi,56
Ryan Hollins,55
DeSagana Diop,54
Steve Novak,53
Royal Ivey,53
Fab Melo,53
Festus Ezeli,52
Rudy Gobert,52
Solomon Jones,52
Darnell Jackson,52
Jason Collins,50
