Player,Rating
Terrence Jones,74
Frank Kaminsky,74
Kosta Koufos,74
Jeremy Lamb,74
David Lee,74
Shelvin Mack,74
Doug McDermott,74
Jodie Meeks,74
E'Twaun Moore,74
Donatas Motiejunas,74
Nikola Pekovic,74
Quincy Pondexter,74
Bobby Portis,74
Dwight Powell,74
Norman Powell,74
Austin Rivers,74
Andre Roberson,74
Sergio Rodriguez,74
Luis Scola,74
Ramon Sessions,74
Iman Shumpert,74
Rodney Stuckey,74
Garrett Temple,74
Jeff Withey,74
Yi Jianlian,74
Tyler Zeller,74
Alexis Ajinca,73
Chris Andersen,73
DJ Augustin,73
Leandro Barbosa,73
Trevor Booker,73
Corey Brewer,73
Aaron Brooks,73
Trey Burke,73
Omri Casspi,73
Mike Dunleavy,73
Jerami Grant,73
Gerald Green,73
JaMychal Green,73
Devin Harris,73
Kris Humphries,73
Joe Ingles,73
Jonas Jerebko,73
Wesley Johnson,73
Mindaugas Kuzminskas,73
Ty Lawson,73
Luc Mbah a Moute,73
TJ McConnell,73
Salah Mejri,73
Anthony Morrow,73
Shabazz Muhammad,73
Raul Neto,73
Andrew Nicholson,73
Cameron Payne,73
Paul Pierce,73
Miles Plumlee,73
Mike Scott,73
Jason Smith,73
Marcus Thornton,73
Anderson Varejao,73
Dion Waiters,73
Derrick Williams,73
Maurice Williams,73
Quincy Acy,72
Lavoy Allen,72
Justin Anderson,72
Marco Belinelli,72
Dragan Bender,72
Nemanja Bjelica,72
Isaiah Canaan,72
Willie Cauley-Stein,72
Nick Collison,72
Seth Curry,72
Wayne Ellington,72
Archie Goodwin,72
Jerian Grant,72
Moe Harkless,72
Spencer Hawes,72
Rondae Hollis-Jefferson,72
Marcelo Huertas,72
James Johnson,72
Meyers Leonard,72
Trey Lyles,72
JaVale McGee,72
Ben McLemore,72
Mike Muscala,72
Jameer Nelson,72
Steve Novak,72
Brian Roberts,72
Brandon Rush,72
Tomas Satoransky,72
Tony Snell,72
Lance Thomas,72
Hollis Thompson,72
Beno Udrih,72
Denzel Valentine,72
CJ Watson,72
Marquese Chriss,71
Ian Clark,71
Dante Cunningham,71
James Ennis,71
Randy Foye,71
Langston Galloway,71
Tim Hardaway Jr,71
Tyus Jones,71
Sean Kilpatrick,71
Caris LeVert,71
Thon Maker,71
Ray McCallum,71
Josh McRoberts,71
Jordan Mickey,71
Jakob Poeltl,71
Pablo Prigioni,71
Taurean Prince,71
Terry Rozier,71
Domantas Sabonis,71
Kyle Singler,71
Jason Terry,71
Greivis Vasquez,71
Joseph Young,71
Alex Abrines,70
Anthony Bennett,70
Davis Bertans,70
Tarik Black,70
Malcolm Brogdon,70
Reggie Bullock,70
Troy Daniels,70
Sam Dekker,70
Henry Ellenson,70
Tyler Ennis,70
Jeremy Evans,70
Cristiano Felicio,70
Tim Frazier,70
Alonzo Gee,70
Montrezl Harrell,70
Udonis Haslem,70
Justin Holiday,70
Richaun Holmes,70
Skal Labissiere,70
Kevon Looney,70
Patrick McCaw,70
Jordan McRae,70
Mike Miller,70
Dejounte Murray,70
Shabazz Napier,70
Kelly Oubre,70
Georgios Papagiannis,70
Willie Reed,70
Glenn Robinson III,70
Jonathon Simmons,70
Anthony Tolliver,70
Noah Vonleh,70
Alan Williams,70
Nick Young,70
Alan Anderson,69
Luke Babbitt,69
Wade Baldwin,69
Malik Beasley,69
DeAndre Bembry,69
Anthony Brown,69
Pat Connaughton,69
Deyonta Davis,69
Kay Felder,69
Justin Hamilton,69
AJ Hammons,69
Willy Hernangomez,69
Josh Huestis,69
Livio Jean-Charles,69
John Jenkins,69
Brice Johnson,69
James Jones,69
Timothe Luwawu,69
Jarell Martin,69
Chris McCullough,69
Maurice Ndour,69
Lucas Nogueira,69
Adreian Payne,69
Ronnie Price,69
Malachi Richardson,69
Nik Stauskas,69
Tyler Ulis,69
Rashad Vaughn,69
Sasha Vujacic,69
Delon Wright,69
Jordan Adams,68
Michael Gbinije,68
Jonathan Gibson,68
Joe Harris,68
Andrew Harrison,68
Juan Hernangomez,68
Darrun Hilliard,68
Damian Jones,68
Jake Layman,68
James Michael McAdoo,68
KJ McDaniels,68
Georges Niang,68
David Nwaba,68
Isaiah Whitehead,68
CJ Wilcox,68
Christian Wood,68
Paul Zipser,68
Joel Bolomboy,67
Cheick Diallo,67
Spencer Dinwiddie,67
Chinanu Onuaku,67
Pascal Siakam,67
Walter Tavares,67
James Young,67
Stephen Zimmerman,67
Ivica Zubac,67
Bruno Caboclo,66
Rakeem Christmas,66
Jarell Eddie,66
Marshall Plumlee,66
Damjan Rudez,66
Diamond Stone,66
Elliot Williams,66
Treveon Graham,65
Aaron Harrison,65
Danuel House,65
RJ Hunter,65
