Player,Rating
Grant Hill,77
Elton Brand,77
Taj Gibson,77
Antawn Jamison,77
Tyson Chandler,77
Devin Harris,76
Ramon Sessions,76
Delonte West,76
Trevor Ariza,76
Kawhi Leonard,76
Terrence Williams,76
Kenneth Faried,76
Kenyon Martin,76
Nikola Pekovic,76
Chris Kaman,76
Isaiah Thomas,75
Jeff Teague,75
Mario Chalmers,75
Jameer Nelson,75
Andre Miller,75
Marcus Thornton,75
DeMar DeRozan,75
JR Smith,75
Ben Gordon,75
Leandro Barbosa,75
Jordan Crawford,75
Bradley Beal,75
Evan Turner,75
Tayshaun Prince,75
Jared Dudley,75
Shane Battier,75
Gerald Green,75
Harrison Barnes,75
Ersan Ilyasova,75
Andrea Bargnani,75
David West,75
Thaddeus Young,75
Thomas Robinson,75
Carl Landry,75
Jose Calderon,75
DJ Augustin,74
Kirk Hinrich,74
George Hill,74
Raymond Felton,74
Baron Davis,74
Jason Richardson,74
Tony Allen,74
Ronnie Brewer,74
Andrei Kirilenko,74
Chandler Parsons,74
Corey Maggette,74
Richard Jefferson,74
Kris Humphries,74
Derrick Favors,74
JJ Hickson,74
JaVale McGee,74
Samuel Dalembert,74
Brandon Knight,73
MarShon Brooks,73
Richard Hamilton,73
Dahntay Jones,73
Matt Barnes,73
John Salmons,73
Patrick Patterson,73
Chuck Hayes,73
Anderson Varejao,73
DeAndre Jordan,73
Marcus Camby,73
Hidayet Turkoglu,73
Luke Ridnour,72
Rodrigue Beaubois,72
Toney Douglas,72
Courtney Lee,72
Nick Young,72
Gerald Henderson,72
Klay Thompson,72
Dorell Wright,72
Tyrus Thomas,72
Kendrick Perkins,72
DeJuan Blair,72
Brandon Rush,71
Dion Waiters,71
Raja Bell,71
Alec Burks,71
Randy Foye,71
Jeremy Lamb,71
Terrence Ross,71
Landry Fields,71
Danilo Gallinari,71
Metta World Peace,71
Al-Farouq Aminu,71
Brandon Bass,71
Lamar Odom,71
Al Harrington,71
Anthony Randolph,71
Tyler Hansbrough,71
Jason Maxiell,71
Ian Mahinmi,71
Danny Green,71
Damian Lillard,70
Jerryd Bayless,70
Greivis Vasquez,70
Will Bynum,70
Ishmael Smith,70
JJ Redick,70
Wesley Johnson,70
DeShawn Stevenson,70
Keith Bogans,70
Chase Budinger,70
Darrell Arthur,70
Udonis Haslem,70
Jason Thompson,70
JaJuan Johnson,70
Spencer Hawes,70
Jordan Hill,70
Jermaine O'Neal,70
Marreese Speights,70
Ekpe Udoh,70
Chris Duhon,69
CJ Watson,69
Thabo Sefolosha,69
CJ Miles,69
Rashard Lewis,69
Mike Miller,69
Quentin Richardson,69
Martell Webster,69
Chris Singleton,69
Drew Gooden,69
Ryan Anderson,69
Jared Sullinger,69
Andrew Nicholson,69
Derrick Williams,69
Markieff Morris,69
Amir Johnson,69
Beno Udrih,68
Keyon Dooling,68
Jamaal Tinsley,68
Steve Blake,68
Patrick Mills,68
Jose Juan Barea,68
Eric Maynor,68
Gordon Hayward,68
Willie Green,68
Jodie Meeks,68
Corey Brewer,68
Luc Mbah a Moute,68
Francisco Garcia,68
Carlos Delfino,68
Ivan Johnson,68
Tristan Thompson,68
Charlie Villanueva,68
Royce White,68
Reggie Jackson,67
Norris Cole,67
Austin Rivers,67
Sebastian Telfair,67
Nolan Smith,67
Roger Mason,67
Xavier Henry,67
Jerry Stackhouse,67
Gary Forbes,67
Travis Outlaw,67
Jimmy Butler,67
Tobias Harris,67
Cartier Martin,67
Ed Davis,67
Trevor Booker,67
Channing Frye,67
Brendan Haywood,67
Omer Asik,67
Eric Bledsoe,66
Earl Watson,66
Darius Morris,66
Anthony Morrow,66
Marco Belinelli,66
Jared Cunningham,66
Reggie Williams,66
Luke Walton,66
Jonas Jerebko,66
Chris Wilcox,66
Boris Diaw,66
Tyler Zeller,66
Moe Harkless,66
Jimmer Fredette,65
Kendall Marshall,65
Ronnie Price,65
Malcolm Lee,65
Elliot Williams,65
Mike Dunleavy,65
Marvin Williams,65
Tyler Honeycutt,65
James Johnson,65
Devin Ebanks,65
Jordan Hamilton,65
Tiago Splitter,65
Hakim Warrick,65
Larry Sanders,65
Nick Collison,65
Enes Kanter,65
Jeffery Taylor,65
John Lucas,64
Shelvin Mack,64
Wayne Ellington,64
Omri Casspi,64
Gustavo Ayon,64
Josh McRoberts,64
Robin Lopez,64
Kurt Thomas,64
Travis Leslie,63
Kyle Korver,63
Linas Kleiza,63
Austin Daye,63
Donte Greene,63
Reggie Evans,63
Marcus Morris,63
Zaza Pachulia,63
Ronny Turiaf,63
Tony Wroten,62
Andrew Goudelock,62
Cory Joseph,62
Charles Jenkins,62
Daequan Cook,62
Bismack Biyombo,62
Lavoy Allen,62
John Henson,62
Samardo Samuels,62
Trey Thompkins,62
Timofey Mozgov,62
BJ Mullens,62
John Jenkins,61
Dominique Jones,61
Arnett Moultrie,61
Jason Smith,61
Jeremy Tyler,61
Joel Przybilla,61
Nazr Mohammed,61
Andris Biedrins,61
Daniel Gibson,60
Jeremy Pargo,60
Quincy Pondexter,60
Lazar Hayward,60
Jan Vesely,60
Perry Jones,60
Kwame Brown,60
Greg Stiemsma,60
Josh Selby,59
Dante Cunningham,59
Luke Babbitt,59
Shawne Williams,59
Terrence Jones,59
Andre Drummond,59
Jonas Valanciunas,59
Meyers Leonard,59
Cole Aldrich,59
Evan Fournier,58
Lance Stephenson,58
Matt Carroll,58
James Jones,58
Donatas Motiejunas,58
Jordan Williams,58
Aaron Gray,58
Joel Anthony,58
Daniel Orton,58
Christian Eyenga,57
Kosta Koufos,57
Jeremy Evans,56
Miles Plumlee,55
Royal Ivey,54
AJ Price,54
Luke Harangody,54
Ryan Hollins,54
Hasheem Thabeet,54
Johan Petro,54
Steve Novak,53
Justin Harper,53
Jon Brockman,53
Dexter Pittman,53
Festus Ezeli,52
Vladimir Radmanovic,51
Matt Bonner,51
Fab Melo,51
Jason Collins,49
Hamed Haddadi,49
