Player,Rating
Randy Foye,68
Tony Allen,68
Sam Young,68
Mario Chalmers,68
Udonis Haslem,68
Raja Bell,68
CJ Miles,68
Mehmet Okur,68
Samuel Dalembert,68
Amir Johnson,68
Andrea Bargnani,68
DeJuan Blair,68
Thabo Sefolosha,68
Luke Ridnour,68
Andres Nocioni,67
Marreese Speights,67
Keyon Dooling,67
Luc Mbah a Moute,67
Anthony Parker,67
Alonzo Gee,67
Willie Green,67
Derek Fisher,67
Chris Duhon,67
Danilo Gallinari,67
James Posey,67
Charlie Villanueva,67
Jordan Hill,67
James Anderson,67
Ricky Rubio,67
Jamario Moon,67
Beno Udrih,66
Drew Gooden,66
Ersan Ilyasova,66
Troy Murphy,66
Jason Thompson,66
Roger Mason,66
Corey Brewer,66
Travis Outlaw,66
Al Harrington,66
Ed Davis,66
Jordan Crawford,66
Trevor Booker,66
Dominic McGuire,65
Boris Diaw,65
Carlos Delfino,65
Larry Sanders,65
CJ Watson,65
Eric Bledsoe,65
DeAndre Jordan,65
Marvin Williams,65
Mike Miller,65
Jarrett Jack,65
Derrick Brown,65
Jose Juan Barea,65
Rudy Fernandez,65
Brendan Haywood,65
Gary Forbes,65
Chris Andersen,65
Brandon Rush,65
Greg Monroe,65
Jerryd Bayless,65
Gary Neal,65
Antonio McDyess,65
Manny Harris,64
Xavier Henry,64
Marco Belinelli,64
Renaldo Balkman,64
Steve Blake,64
JJ Redick,64
Earl Clark,64
Anthony Morrow,64
Josh McRoberts,64
Channing Frye,64
Eric Maynor,64
Charlie Bell,64
Reggie Williams,64
Jerry Stackhouse,64
Ekpe Udoh,64
Joel Przybilla,63
Kurt Thomas,63
Jeff Teague,63
Earl Watson,63
Gordon Hayward,63
Luke Walton,63
Devin Ebanks,63
Ryan Anderson,63
Dominique Jones,63
Jordan Farmar,63
Goran Dragic,63
Robin Lopez,63
Sebastian Telfair,63
Elliot Williams,63
Yi Jianlian,63
Jodie Meeks,62
Kyle Korver,62
Ryan Gomes,62
Ronnie Price,62
Ronny Turiaf,62
Mike Dunleavy,62
Jeff Foster,62
Linas Kleiza,62
James Johnson,62
Tiago Splitter,62
Hakim Warrick,62
Nick Collison,62
Darko Milicic,62
Marquis Daniels,62
Danny Green,62
Patrick Mills,62
DJ White,61
Jannero Pargo,61
Daniel Gibson,61
Omri Casspi,61
Samardo Samuels,61
Avery Bradley,61
Damien Wilkins,61
Eddie House,61
Shawne Williams,61
Chris Wilcox,61
Jonas Jerebko,61
Daequan Cook,61
Andris Biedrins,61
Dante Cunningham,60
Christian Eyenga,60
Zaza Pachulia,60
Mike Bibby,60
Donte Greene,60
Derrick Caracter,60
Sundiata Gaines,60
Reggie Evans,60
Wayne Ellington,60
Anthony Tolliver,60
Armon Johnson,60
Louis Amundson,60
Craig Brackins,59
Spencer Hawes,59
Kwame Brown,59
Von Wafer,59
Shelden Williams,59
Brandan Wright,59
Austin Daye,59
Luke Babbitt,59
Bobby Simmons,59
Shaun Livingston,58
Rasual Butler,58
Craig Smith,58
James Jones,58
Quincy Pondexter,58
Jared Jeffries,58
Lance Stephenson,58
Nazr Mohammed,58
Lazar Hayward,58
Brad Miller,58
DeMarre Carroll,58
Semih Erden,57
Ben Uzoh,57
Timofey Mozgov,57
Jeff Adrien,57
Jeremy Evans,56
Andy Rautins,56
DaJuan Summers,56
Nikola Pekovic,56
Jeremy Lin,56
Matt Carroll,55
Eduardo Najera,55
Omer Asik,55
Greivis Vasquez,55
Joel Anthony,55
Erick Dampier,55
Jason Smith,55
Francisco Elson,55
Kevin Seraphin,55
Aleksandar Pavlovic,55
Ike Diogu,54
Juwan Howard,54
Aaron Gray,54
Cole Aldrich,54
Jason Kapono,53
Ryan Hollins,53
Anthony Carter,53
Vladimir Radmanovic,53
DeSagana Diop,52
Jon Brockman,52
Johan Petro,52
Kosta Koufos,52
AJ Price,52
Garret Siler,52
Luke Harangody,51
Brian Cardinal,51
Solomon Alabi,51
Hasheem Thabeet,51
Royal Ivey,51
Hamady N'Diaye,51
Brian Skinner,51
John Lucas,50
Brian Cook,50
Jamaal Magloire,50
Daniel Orton,50
Matt Bonner,50
Hassan Whiteside,49
Hamed Haddadi,48
Solomon Jones,48
Tony Battie,47
Earl Barron,47
Ian Mahinmi,46
Jason Collins,45
Dexter Pittman,44
Steve Novak,43
Brian Scalabrine,40
BJ Mullens,40
